Raw name,Mapped name
AGORANET,AGORANET
AGORIZE,AGORIZE
AGORIZE SAS,AGORIZE SAS
AGP ABRASIFS,AGP ABRASIFS
AGR - CST,AGR - CST
AGRIA-INDUSTRIEPARK GMBH,AGRIA-INDUSTRIEPARK GMBH
AGRIMARKT VERSAND GMBH,AGRIMARKT VERSAND GMBH
AGRO LANDSCHAFTS- & TIEFBAU,AGRO 2000 s.r.o.
AGRO LANDSCHAFTS- & TIEFBAU GMBH,AGRO 2000 s.r.o.
AGROLAB LABOR GMBH,AGROLAB LABOR GMBH
AGROTOP GMBH,AGROTOP GMBH
AGRUPACION LOCAL DE TAXIS,AGRUPACION DEL CONVENIO DE RESPONSABILIDAD CIVIL DE CORREDORES DE SEGUROS AIE
AGS FOUR WINDS INDIA,AGS FOUR WINDS INDIA
AGS WERBUNG,AGS WERBUNG
AGSE,AGSE
AGS-SCHUETTGUTTECHNIK GMBH&COKG,AGS-SCHUETTGUTTECHNIK GMBH&COKG
AGS-STELLANTRIEBE GMBH,AGS-STELLANTRIEBE GMBH
AGT - AKTIENGESELLSCHAFT FÃR TELEKOMMUNIKATION,AGT - AKTIENGESELLSCHAFT FÃR TELEKOMMUNIKATION
AGT - AKTIENGESELLSCHAFT FUER TELEKOMMUNIKATION,AGT - AKTIENGESELLSCHAFT FUER TELEKOMMUNIKATION
AGT AKTIENGESELLSCHAFT FUER,AGT AKTIENGESELLSCHAFT FUER
AGT AKTIENGESELLSCHAFT FUER TELEKOMMUNIKATION,AGT AKTIENGESELLSCHAFT FUER TELEKOMMUNIKATION
AGT BUSVERMIETUNG & TOURISTIK GMBH,AGT BUSVERMIETUNG & TOURISTIK GMBH
AGTHERM,AGTHERM
AGUA Y ESTRUCTURA SA,AGUA Y ESTRUCTURA SA
AGUAS DE ALBACETE SA,AGUAS DE ALBACETE SA
AGUAS DEL PUERTO EMPRESA MUNIC,AGUAS DEL PUERTO EMPRESA MUNIC
AGUAS DEL PUERTO EMPRESA MUNICIPAL,AGUAS DEL PUERTO EMPRESA MUNIC
AGUIAR QUINTANA G,AGUIAR QUINTANA G
AGUILERA INGENIEROS SA,AGUILERA INGENIEROS SA
AGUIRRE NEWMAN MADRID SA,AGUIRRE NEWMAN MADRID SA
AGUIRRE NEWMAN VALORACIONES Y,AGUIRRE NEWMAN VALORACIONES Y
AGUSTAWESTLAND SPA,AGUSTAWESTLAND SPA
AGUSTIN MEJIAS LOPEZ SERVICIOS,AGUSTIN MEJIAS LOPEZ SERVICIOS
AGV NORD,AGV NORD
AGWA,AGWA
AH - AKADEMIE FUER FORTBILDUNG HEIDELBERG,AH - AKADEMIE FUER FORTBILDUNG HEIDELBERG
AH - DAS IMMOBILIENHAUS GBR,AH - DAS IMMOBILIENHAUS GBR
AH AKADEMIE FUER FORTBILDUNG HEIDELBERG,AH AKADEMIE FUER FORTBILDUNG HEIDELBERG
AH CHINA,AH CHINA
AH FREISING SCHOWALTER GMBH U CO,AH FREISING SCHOWALTER GMBH U CO
AH INTERNATIONAL SERVICES IRELAND,AH INTERNATIONAL SERVICES IRELAND
AHA ANDERS HEBEZEUGE & ANSCHLAG,AHA ANDERS HEBEZEUGE 
AHA ANDERS HEBEZEUGE UND ANSCHLAGMITTEL INH,AHA ANDERS HEBEZEUGE 
AHA LABS INC,AHA LABS INC
AHA! LABS INC,AHA! LABS INC
AHC BENELUX BV,AHC BENELUX BV
AHC OBERFLAECHENTECHNIK GMBH,AHC OBERFLAECHENTECHNIK GMBH
AHD REAL ESTATE GMBH & CO KG,AHD REAL ESTATE GMBH & CO KG
AHE INC,AHE INC
AHEON CORP,AHEON CORP
AHI 33,AHI 33
AHI 33 SERVICE DE SANTE AU TRAVAIL,AHI 33 SERVICE DE SANTE AU TRAVAIL
AHI CORPORATE HOUSING,AHI CORPORATE HOUSING
AHIS,AHIS
AHK,AHK
AHLBORN MESS & REGELUNGSTECHNIK,AHLBORN MESS & REGELUNGSTECHNIK
AHLBORN MESS- UND REGELUNGS-,AHLBORN MESS- UND REGELUNGS-
AHLERS & VOGEL,AHLERS & VOGEL
AHLHORN GEORG SPEDITION,AHLHORN GEORG SPEDITION
AHMERKAMP KARL VECHTA GMBH & CO KG,AHMERKAMP KARL VECHTA GMBH & CO KG
AHMETALLVERARBEITUNG GMBH,AHMETALLVERARBEITUNG GMBH
AHNEFELD MOEBEL-LOGISTIK GMBH,AHNEFELD MOEBEL-LOGISTIK GMBH
AHP,AHP
AHP Gesellschaft fÃÂ¼r Informationsverarbeitung mbH,AHP Gesellschaft fÃÂ¼r Informationsverarbeitung mbH
AHP GESELLSCHAFT FUER,AHP GESELLSCHAFT FUER
AHP GMBH,AHP
AHP MERKLE GMBH,AHP MERKLE GMBH
AHRENS ABSAUGTECHNIK AAT,AHRENS ABSAUGTECHNIK AAT
AHRENS HERRMANN CONSULTING,AHRENS HERRMANN CONSULTING
AHRENS HERRMANN CONSULTING GMBH,AHRENS HERRMANN CONSULTING
AHS GMBH,AHS GMBH
AHS INTERNATIONAL,AHS INTERNATIONAL
AHSAB EV,AHSAB EV
AHTS,AHTS
A-I PROJECT,A-I PROJECT
AI3,AI3
AIA,AIA Group Limited
AIA CUERS PIERREFEU,AIA VCC
AIAA AMERICAN INSTITUTE OF,AIAA AMERICAN INSTITUTE OF
AIB GMBH,AIB GROUP PUBLIC LIMITED COMPANY
AIC CHILE SPA,"AIC FINANCE PARTNERSHIP, L.P."
AIC ROTOPLAS SPA,"AIC FINANCE PARTNERSHIP, L.P."
AICAS GMBH,AICAS GMBH
AICIA,AICIA
AICON,AICON
AICON 3D SYSTEMS,AICON 3D SYSTEMS
AICON 3D SYSTEMS GMBH,AICON 3D SYSTEMS
AICS PROTECTION,AICS PROTECTION
AICS PROTECTION SARL,AICS PROTECTION SARL
AID TECHNISCHE DOKUMENTATIONEN,AID TECHNISCHE DOKUMENTATIONEN
AIDA,AIDA
AIDA ASSO.DES INDUSTRIELS,AIDA ASSO.DES INDUSTRIELS
AIDA ASSODES INDUSTRIELS,AIDA ASSODES INDUSTRIELS
AIDELSBURGER,AIDELSBURGER
AIDIMME,AIDIMME
AIDO GMBH,AIDO GMBH
AIG EUROPE,AIG EUROPE
AIG INSURANCE COMPANY CHINA LIMITED,AIG INSURANCE COMPANY CHINA LIMITED
AIGLE AZUR,AIGLE AZUR
AIGNER KAFFEETECHNIK,AIGNER KAFFEETECHNIK
"AIGNER, GEORG","AIGNER, GEORG"
AIGOR-INTERLINGUA,AIGOR-INTERLINGUA
AIH,AIH
AIIC CONFERENCE INTERPRETER,AIIC CONFERENCE INTERPRETER
AILB,AILB
AILB-IBFA,AILB-IBFA
AILE MEDICALE,AILE MEDICALE
AILIPU TECHNOLOGY CO LTD,AILIPU TECHNOLOGY CO LTD
AILL,AILL
AILTAR ENGINEERING GMBH,AILTAR ENGINEERING GMBH
AIM,AIM
AIM ALTITUDE,AIM ALTITUDE
AIM ALTITUDE UK LTD,AIM ALTITUDE UK LTD
AIM COMPOSITES LTD,AIM COMPOSITES LTD
AIM COMPOSITES LTD.,AIM COMPOSITES LTD.
AIM DESIGN CO LIMITED,AIM DESIGN CO LIMITED
AIM DESIGN CO LTD,AIM DESIGN CO LTD
AIM DESIGN LTD,AIM DESIGN LTD
AIM ENGINEERING LTD,AIM ENGINEERING LTD
AIM GESELLSCHAFT FUER ANGEWANDTE,AIM GESELLSCHAFT FUER ANGEWANDTE
AIM GESELLSCHAFT FUER ANGEWANDTE INFORMATIK,R ANGEWANDTE INFORMATIK
AIM GMBH,AIM
AIM GMBH - GESELLSCHAFT FÃR ANGEWANDTE INFORMATIK,R ANGEWANDTE INFORMATIK
AIM GMBH - GESELLSCHAFT FUER ANGEWANDTE INFORMATIK,R ANGEWANDTE INFORMATIK
AIM GROUP INTERNATIONAL,AIM GROUP INTERNATIONAL
AIM INFRAROT-MODULE GMBH,AIM GROUP INTERNATIONAL S.P.A.
AIM MÃNCHEN VERTRIEBS GMBH,AIM MÃNCHEN VERTRIEBS GMBH
AIM MUENCHEN VERTRIEBS GMBH,AIM MUENCHEN VERTRIEBS GMBH
AIM OUTSOURCING CONSULTANTS PRIVATE,AIM OUTSOURCING CONSULTANTS PRIVATE
AIM UK,AIM UK
AIMEN,AIMEN
AIMEN - ASOCIACION DE INVESTIGACION METALURGICA DE,AIMEN - ASOCIACION DE INVESTIGACION METALURGICA DE
AIMESS PRODUCTS GMBH,AIMESS PRODUCTS GMBH
AIMESS SERVICES GMBH,AIMESS SERVICES GMBH
AIM-GESELLSCHAFT F,AIM-GESELLSCHAFT F
AIMME,AIMME
AIMMS B.V.,AIMMS B.V.
AIMPLAS,AIMPLAS
AIMPLAS - INSTITUTO TECNOLOGICO,AIMPLAS - INSTITUTO TECNOLOGICO
AIMT SGI SAS,AIMT SGI SAS
AIN PUBLICATIONS/BUSINESS JET TRAVELER,AIN PUBLICATIONS/BUSINESS JET TRAVELER
AIN SURFATEC,AIN SURFATEC
AIO,AIO
AIP,AIP
AIP CONSULTING MUENCHEN GMBH,AIP CONSULTING MUENCHEN GMBH
AIP SINTEX NP GROUP,AIP SINTEX NP GROUP
AIPPI - DEUTSCHE LANDESGRUPPE DER AIPPI,AIPPI - DEUTSCHE LANDESGRUPPE DER AIPPI
AIPSSIE,AIPSSIE
AIS,AIS Investment Fund SCA SICAV-RAIF
AIS GROUP - TALENT DEVELOPMENT,AIS Investment Fund SCA SICAV-RAIF
AIS GROUP TALENT DEVELOPMENT SL,AIS Investment Fund SCA SICAV-RAIF
AIS MANAGEMENT,AIS MANAGEMENT
AIS MANAGEMENT GMBH,AIS MANAGEMENT GMBH
A-ISAC INC,A-ISAC INC
AISCI IDENT SYSTEME GMBH,AISCI IDENT SYSTEME GMBH
AISLAMIENTOS SUAVAL,AISLAMIENTOS SUAVAL
AISMT 13,AISMT 13
AISP METRA,AISP METRA
AIT AUSTRIAN INSTITUTE OF,AIT AUSTRIAN INSTITUTE OF
AITEX,AITEX
AITIIP,AITIIP
AIX MARSEILLE UNIVERSITE,AIX MARSEILLE UNIVERSITE
AIXCELLENCE GMBH,AIXCELLENCE GMBH
AJ DOMAINES SAS,AJ DOMAINES SAS
AJ FIELD ELECTRICAL AND MECHANICAL,AJ FIELD ELECTRICAL 
AJ FIELD ELECTRICAL LTD,AJ FIELD ELECTRICAL 
AJ FROMM PRAEZISIONSMASCHINEN GMBH,AJ Products Group AB
AJ PRODUKTE,AJ Products Group AB
AJ SERVICE,AJ SERVICE
AJJK CONSULTING LIMITED,AJJK CONSULTING LIMITED
AJLEVIN COMPANY INC,AJLEVIN COMPANY INC
AJPAE,AJPAE
AJS CONTRACTING,AJS CONTRACTING
AJU INCENTIVE,AJU INCENTIVE
AJUVA SAFETY,AJUVA SAFETY
AJVA - UMZUGS- & TRANSPORTLOGISTIK GMBH,AJVA - UMZUGS- & TRANSPORTLOGISTIK GMBH
AJW GROUP,AJW GROUP
AJW TECHNIQUE INC,AJW TECHNIQUE INC
AK,AK
AK PRODUKTIONSTECHNIK,AK PORTFÖY YÖNETİMİ ANONİM ŞİRKETİ
AK SCHWEISSTECHNIK GMBH,AK SCHWEISSTECHNIK GMBH
AKA PERFORMANCE,AKA PERFORMANCE
AKADEMIE AKTIV GMBH,AKADEMIE AKTIV GMBH
AKADEMIE DER BAYERISCHEN PRESSE EV,AKADEMIE DER BAYERISCHEN PRESSE EV
Akademie der Deutschen Medien,Akademie der Deutschen Medien
AKADEMIE DER DEUTSCHEN MEDIEN GGMBH,AKADEMIE DER DEUTSCHEN MEDIEN GGMBH
AKADEMIE F FUEHRUNGSKRAEFTE,AKADEMIE F FUEHRUNGSKRAEFTE
AKADEMIE F INTERNAT RECHNUNGS,AKADEMIE F INTERNAT
AKADEMIE F INTERNAT RECHNUNGS-,AKADEMIE F INTERNAT
AKADEMIE F INTERNAT. RECHNUNGS-,AKADEMIE F INTERNAT
AKADEMIE F SEKRETARIAT UND,AKADEMIE F SEKRETARIAT UND
Akademie fÃÂ¼r Lasersicherheit Berlin,Akademie fÃÂ¼r Lasersicherheit Berlin
AKADEMIE FÃR FÃHRUNGSKRÃFTE,AKADEMIE FÃR FÃHRUNGSKRÃFTE
AKADEMIE FÃR LASERSICHERHEIT,AKADEMIE FÃR LASERSICHERHEIT
AKADEMIE FÃR SEKRETARIAT UND BÃROMANAGEMENT,AKADEMIE FÃR SEKRETARIAT UND BÃROMANAGEMENT
AKADEMIE FUER FUEHRUNGSKRAEFTE,AKADEMIE FUER FUEHRUNGSKRAEFTE
AKADEMIE FUER INNOVATIVES MANAGEMENT,AKADEMIE FUER INNOVATIVES MANAGEMENT
AKADEMIE FUER INTERNATIONALE RECHNUNGSLEGUNG,AKADEMIE FUER INTERNATIONALE RECHNUNGSLEGUNG
AKADEMIE FUER LASERSICHERHEIT,AKADEMIE FUER LASERSICHERHEIT
AKADEMIE FUER PUBLIZISTIK,AKADEMIE FUER PUBLIZISTIK
AKADEMIE FUER SEKRETARIAT UND BUEROMANAGEMENT,AKADEMIE FUER SEKRETARIAT UND BUEROMANAGEMENT
AKADEMIE FUER SICHERHEIT,AKADEMIE FUER SICHERHEIT
AKADEMIE FUER SOZIALMEDIZIN BERLIN,AKADEMIE FUER SOZIALMEDIZIN BERLIN
AKADEMIE FUER WISSENSCHAFT,AKADEMIE FUER WISSENSCHAFT
Akademie fur die Deutsche Wirtschaft Gmbh,Akademie fur die Deutsche Wirtschaft Gmbh
AKADEMIE SCHOENBRUNN,AKADEMIE SCHOENBRUNN
AKADEMIEHOTEL RASTEDE,AKADEMIEHOTEL RASTEDE
AKAFLIEG MUENCHEN E V,AKAFLIEG MUENCHEN E V
AKAJOULE,AKAJOULE
AKAMAI TECHNOLOGIES SARL,"AKAMAI TECHNOLOGIES, INC."
AKAPP-STEMMANN BV,AKAPP-STEMMANN BV
AKBEVENT GMBH & COKG,AKBEVENT GMBH & COKG
AKC-AKTENVERNICHTUNG,AKC-AKTENVERNICHTUNG
AKEO PLUS,AKEO PLUS
AKERMAN SENTERFITT,AKERMAN SENTERFITT
AKEROS,AKEROS
AKHEROS,AKHEROS
AKHEROS SAS,AKHEROS SAS
AKI GMBH,AKI GMBH
AKIANI,AKIANI
AKIDOOR AUTOMATISME,AKIDOOR AUTOMATISME
AKIF BEKTASEVIC GEBAEUDEREINIGUNG,AKIF BEKTASEVIC GEBAEUDEREINIGUNG
AKIN GUMP STRAUSS HAUER & FELD LLP,AKIN GUMP STRAUSS HAUER & FELD LLP
AKIRA MECATURBINES,AKIRA MECATURBINES
AKISTEEL,AKISTEEL
AKK ID,AKK ID
AKKA,AKKA
AKKA CONSULTING,AKKA TECHNOLOGIES
AKKA DEVELOPMENT UK,AKKA TECHNOLOGIES
AKKA DEVELOPMENT UK LIMITED,AKKA TECHNOLOGIES
AKKA DOCUMENTAIRE,AKKA TECHNOLOGIES
AKKA GERMANY GMBH,AKKA TECHNOLOGIES
AKKA GROUP,AKKA TECHNOLOGIES
AKKA GROUP NORTH AMERICA INC,AKKA TECHNOLOGIES
AKKA GROUP NORTH AMERICA INC.,AKKA TECHNOLOGIES
AKKA GROUPE AMERIQUE DU NORD INC,AKKA TECHNOLOGIES
AKKA HIGH TECH,AKKA TECHNOLOGIES
AKKA I&S,AKKA TECHNOLOGIES
AKKA I&S - GROUPE AKKA TECHNOLOGIES,AKKA TECHNOLOGIES
AKKA INFORMATIQUE & SYSTEMES,AKKA TECHNOLOGIES
AKKA INFORMATIQUE ET SYSTEMES,AKKA TECHNOLOGIES
AKKA ING DOC,AKKA TECHNOLOGIES
AKKA INGÃÂNIERIE DOCUMENTAIRE,AKKA TECHNOLOGIES
AKKA INGENIERIE DOCUMENTAIRE,AKKA TECHNOLOGIES
AKKA INGENIERIE MECANIQUE,AKKA TECHNOLOGIES
AKKA INGENIERIE PRODUIT,AKKA TECHNOLOGIES
AKKA MIDDLE EAST,AKKA TECHNOLOGIES
AKKA MIDDLE EAST DMCC,AKKA TECHNOLOGIES
AKKA MIDDLE EAST FZCO,AKKA TECHNOLOGIES
AKKA OCTOGON GMBH,AKKA TECHNOLOGIES
AKKA TECHNOLOGIE,AKKA TECHNOLOGIES
AKKA TECHNOLOGIES,AKKA TECHNOLOGIES
AKKA TECHNOLOGIES BEIJING CO LTD,AKKA TECHNOLOGIES
AKKA TECHNOLOGIES SPAIN,AKKA TECHNOLOGIES
AKKEY,AKKEY
AKKHRUTHA TECHNOCRATS LTD,AKKHRUTHA TECHNOCRATS LTD
AKKU POWER GMBH,AKKU POWER GMBH
AKKU SYS AKKUMULATOR- UND BATTERIETECHNIK,AKKU SYS AKKUMULATOR- UND BATTERIETECHNIK
AKKU UND BATTERIEHANDEL OLIVER,AKKU UND BATTERIEHANDEL OLIVER
AKKU UND BATTERIEHANDEL OLIVER HEIB,AKKU UND BATTERIEHANDEL OLIVER HEIB
AKKU-HANDEL & REPARATUR,AKKU-HANDEL & REPARATUR
AKKULINE,AKKULINE
AKKUPLUS.DE,AKKUPLUS.DE
AKKUSHOP DE,AKKUSHOP DE
AKM-TORE GMBH,AKM-TORE GMBH
AKO ARMATUREN & SEPARATIONS GMBH,AKO ARMATUREN & SEPARATIONS GMBH
AKO REINIGUNGSBETRIEBE,AKO CAPITAL LLP
AKON WERKZEUGE GMBH & CO KG,AKON WERKZEUGE GMBH & CO KG
AK-RACING E K,AK-RACING E K
AKROBIT SOFTWARE GMBH,AKROBIT SOFTWARE GMBH
AKS-MESSTECHNIK GMBH,AKS-MESSTECHNIK GMBH
AKTEOS,AKTEOS
AKTOR INTERACTIVE,AKTOR INTERACTIVE
AKTOR INTERACTIVE SA,AKTOR INTERACTIVE SA
AKTORS O+,AKTORS O+
AKTS AG,AKTS AG
AKUSTIKBÃRO OLDENBURG,AKUSTIKBÃRO OLDENBURG
AKUSTIKE,AKUSTIKE
AKVOLA TECHNOLOGIES GMBH,AKVOLA TECHNOLOGIES GMBH
AKZENT HOTEL,AKZENT HOTEL
AKZENT HOTEL ROTER LWE,AKZENT HOTEL 
AKZENT HOTEL SCHROEDER,AKZENT HOTEL 
AKZENT HOTEL ZUR EINKEHR,AKZENT HOTEL 
AKZENTE KOMMUNIKATION,AKZENTE KOMMUNIKATION
AKZENTE KOMMUNIKATION UND BERATUNG GMBH,AKZENTE KOMMUNIKATION UND BERATUNG GMBH
AKZO NOBEL,Akzo Nobel N.V.
AKZO NOBEL CAR REFINISHES BV,Akzo Nobel N.V.
AL AIN FRAMES,AL AIN FRAMES
AL ANDALUS SXXI SL,AL ANDALUS SXXI SL
AL INDUSTRIE,AL INDUSTRIE
"AL PEASLEY, PHOTOGRAPHER","AL PEASLEY, PHOTOGRAPHER"
AL SAAD RENT A CAR CO,AL SAAD RENT A CAR CO
AL TAMIMI & COMPANY,AL TAMIMI & COMPANY
AL TECHNOLOGY,AL TECHNOLOGY
ALABAMA CAMELLIA SOCIETY LLC,ALABAMA CAMELLIA SOCIETY LLC
ALABAMA HOTELS MASTER TENANT LLC,ALABAMA HOTELS MASTER TENANT LLC
ALABAMA INDUSTRIAL DEVELOPMENT,ALABAMA INDUSTRIAL 
ALABAMA INDUSTRIAL PRODUCTS LLC,ALABAMA INDUSTRIAL 
ALABAMA KIDNEY FOUNDATION INC,ALABAMA KIDNEY FOUNDATION INC
ALABAMA PALS,ALABAMA PALS
ALABAMA POWER COMPANY,ALABAMA POWER COMPANY
"ALABAMA SCALE & INSTRUMENT, INC.","ALABAMA SCALE & INSTRUMENT, INC."
ALABAMA STATE SOCIETY,ALABAMA STATE SOCIETY
ALAIN BONADEI,ALAIN BONADEI
ALAIN DUCOS LES SENTIERS DU LAC,ALAIN DUCOS LES SENTIERS DU LAC
ALAIN ERNOULT,ALAIN ERNOULT
ALAIN SCHEPENS CLASS MOTO,ALAIN SCHEPENS CLASS MOTO
ALAMO,ALAMO
ALAMO FLAG INC,ALAMO FLAG INC
ALAN GREY,ALAN
ALAN RUTTER LTD,ALAN
ALAN'S SKIP HIRE LIMITED,ALAN'S SKIP HIRE LIMITED
ALAN'S SKIP HIRE LTD,ALAN'S SKIP HIRE LTD
ALAVA INGENIEROS S.A.,ALAVA INGENIEROS
ALAVA INGENIEROS SA,ALAVA INGENIEROS
"ALAVA INGENIEROS, S.A.",ALAVA INGENIEROS
"ALAVA INGENIEROS, SA",ALAVA INGENIEROS
ALBA DEPT OF CONSERV AND NAT'L,ALBA DEPT OF CONSERV AND NAT'L
ALBA FACILITY SOLUTIONS GMBH,ALBA FACILITY SOLUTIONS GMBH
ALBA METALL NORD GMBH,ALBA Group plc & Co. KG
ALBA NORD GMBH,ALBA NORD GMBH
ALBADAT CONSULTORA SL,ALBADAT CONSULTORA SL
ALBAGLI ZALIASNIK SA,ALBAGLI ZALIASNIK SA
ALBANY DOOR SYSTEMS GMBH,ALBANY DOOR SYSTEMS GMBH
ALBAR ET PARTNERS,ALBAR ET PARTNERS
ALBAR PARTNERS,ALBAR PARTNERS
ALBARONE,ALBARONE
ALBATROS ENGINEERING GMBH,ALBATROS ENGINEERING GMBH
ALBATROS PROMOTORA EMPRESARIAL S.A.,ALBATROS PROMOTORA EMPRESARIAL S.A.
ALBATROS VIAJES INCENTIVOS SA,ALBATROS VIAJES INCENTIVOS SA
ALBATROSS-PROJECTS GMBH,ALBATROSS-PROJECTS GMBH
ALBECK & ZEHDEN HOTEL GMBH & CO KG,ALBECK & ZEHDEN HOTEL GMBH & CO KG
ALB-ELEKTRIC HUBER GMBH,ALB-ELEKTRIC HUBER GMBH
ALBERT FEZER MASCHINENFABRIK GMBH,ALBERT FEZER MASCHINENFABRIK GMBH
ALBERT LANKL,ALBERT LANKL
ALBERT LANKL BUSTOURISTIK,ALBERT LANKL BUSTOURISTIK
ALBERT LAUX PRAEZISIONS-WERKZEUGBAU GMBH,ALBERT LAUX PRAEZISIONS-WERKZEUGBAU GMBH
ALBERT OBERMAYR,ALBERT OBERMAYR
ALBERT SCHNETZ EK,ALBERT SCHNETZ EK
ALBERT SCHUMANN GMBH,ALBERT SCHUMANN GMBH
ALBERT SEWERIN,ALBERT SEWERIN
ALBERT TRANSPORT,ALBERT TRANSPORT
ALBERT ZIEGLER GMBH,ALBERT ZIEGLER GMBH
ALBERT-EINSTEIN-REALSCHULE,ALBERT-EINSTEIN-REALSCHULE
"ALBERTI, ULRICH VON","ALBERTI, ULRICH VON"
ALBERT-LUDWIGS-UNIVERSITAET IMTEK,ALBERT-LUDWIGS-UNIVERSITAET IMTEK
ALBERTO BADIOLA,ALBERTO BADIOLA
ALBERTO JORGE CARMENA,ALBERTO JORGE CARMENA
ALBERTO MOLINA,ALBERTO MOLINA
ALBION ALLOYS LTD,ALBION ALLOYS LTD
ALBIS HITEC LEASING AG,Albis Leasing AG
ALBKO METALLHANDEL GMBH & CO KG,ALBKO METALLHANDEL GMBH & CO KG
ALBRECHT CATERING,ALBRECHT CATERING
ALBRECHT STÃRKEN GMBH & CO KG,ALBRECHT STÃRKEN GMBH & CO KG
ALBRECHTSHOF HOTEL BETRIEBS,ALBRECHTSHOF HOTEL BETRIEBS
ALBRECHTSHOF HOTEL BETRIEBS GM,ALBRECHTSHOF HOTEL BETRIEBS GM
ALBRECHTSHOF HOTEL BETRIEBS GMBH,ALBRECHTSHOF HOTEL BETRIEBS GM
ALBRET POURTEAU,ALBRET POURTEAU
ALBRIGHT STONEBRIDGE GROUP LLC,ALBRIGHT STONEBRIDGE GROUP LLC
ALCAIDE ENGINEERING LIMITED,ALCAIDE ENGINEERING LIMITED
ALCANER 2000 SL,ALCANER 2000 SL
ALCATEL LUCENT,ALCATEL LUCENT
ALCEA,ALCEA
ALCEN,ALCEN
ALCERECO INC,ALCERECO INC
ALCHEMIZE LTD,ALCHEMIZE LTD
ALCIMED,ALCIMED
ALCIMED SAS,ALCIMED SAS
ALCOA,ALCOA CORPORATION
ALCOA FASTENERS SAS,ALCOA CORPORATION
ALCOA FASTENING SYSTEMS,ALCOA CORPORATION
ALCOA FIXATIONS SIMMONDS SAS,ALCOA CORPORATION
ALCOM INDUSTRIESYSTEME GMBH,ALCOM INDUSTRIESYSTEME GMBH
ALCOR SYSTEM,ALCOR SYSTEM
ALCORE TECHNOLOGIES,ALCORE TECHNOLOGIES
ALCRYS FLUID-CONTROL & SERVICES,ALCRYS FLUID-CONTROL & SERVICES
ALCUIN,ALCUIN
ALD AUTOMOTIVE,ALD AUTOMOTIVE
ALD AUTOMOTIVE - TEMSYS,ALD AUTOMOTIVE 
ALD AUTOMOTIVE SA,ALD AUTOMOTIVE
ALD AUTOMOTIVE SAU,ALD AUTOMOTIVE
ALD AUTOMOTIVE TEMSYS,ALD AUTOMOTIVE 
ALDACOM GMBH,ALDACOM GMBH
ALDERS AVIONICS + DEFENCE GMBH,ALDERS AVIONICS + DEFENCE GMBH
ALDERS ELECTRONIC GMBH,ALDERS ELECTRONIC GMBH
ALDERSHOT TOWN FOOTBALL CLUB,ALDERSHOT TOWN FOOTBALL CLUB
ALDESIGN,ALDESIGN
ALDI VERLAG - ALBERT DIETL GMBH,ALDI VERLAG - ALBERT DIETL GMBH
ALDINI LDA,ALDINI LDA
ALEFELD AVOCAT & RECHTSANWALT,ALEFELD AVOCAT & RECHTSANWALT
ALEGRAH,ALEGRAH
ALEJANDRO BAYON SANDOVAL,ALEJANDRO BAYON SANDOVAL
ALEKSANDER RABCZUK,ALEKSANDER RABCZUK
ALENIA AERMACCHI SPA,ALENIA AERMACCHI SPA
ALERION SOCIETE D AVOCATS,ALERION SOCIETE D AVOCATS
ALERION SOCIETE D'AVOCATS,ALERION SOCIETE D'AVOCATS
ALERIS ALUMINUM (ZHENJIANG) CO LTD,ALERIS ALUMINUM (ZHENJIANG) CO LTD
ALERIS ROLLED PRODUCTS,ALERIS ROLLED PRODUCTS
ALERIS ROLLED PRODUCTS GERMANY,ALERIS ROLLED PRODUCTS
ALESIA DISTRIBUTION,ALESIA DISTRIBUTION
ALESSIO CASTELLO,ALESSIO CASTELLO
ALEX BREUER GMBH,ALEX BREUER GMBH
ALEX GMBH,ALEX 
ALEX GMBH IT-SYSTEME,ALEX GMBH IT-SYSTEME
ALEXANDER AM ZOO,ALEXANDER AM ZOO
ALEXANDER H LEVIS,ALEXANDER H LEVIS
ALEXANDER HUGHES,ALEXANDER HUGHES
ALEXANDER LINKE SOFTWAREBERATUNG,ALEXANDER LINKE SOFTWAREBERATUNG
ALEXANDER NOLTE,ALEXANDER NOLTE
ALEXANDER RENNER GMBH & CO KG,ALEXANDER RENNER GMBH & CO KG
ALEXANDER VON HUMBOLDT - DAS SCHIFF,ALEXANDER VON HUMBOLDT - DAS SCHIFF
ALFA AESAR GMBH & CO KG,ALFA AESAR GMBH & CO KG
ALFA GMBH,ALFA 
ALFA PRECISION CASTING SA,ALFA PRECISION CASTING SA
ALFA SPRACHREISEN GMBH,ALFA SPRACHREISEN GMBH
ALFA UMZUEGE GMBH + CO KG,ALFA UMZUEGE GMBH + CO KG
ALFABET AG,ALFABET AG
ALFACOUSTIC,ALFACOUSTIC
ALFACOUSTIC ERCUIS,ALFACOUSTIC ERCUIS
ALFACOUSTIC SA,ALFACOUSTIC
ALFAGOMMA GERMANY GMBH,ALFAGOMMA GERMANY GMBH
ALFAHOSTING GMBH,ALFAHOSTING GMBH
ALFAMEDICA POLICLINICA,ALFAMEDICA POLICLINICA
ALFAMO,ALFAMO
ALFARO MONTERO ANTONIO,ALFARO MONTERO ANTONIO
ALFATRONIX LTD,ALFATRONIX LTD
ALFOL ALUMINIUMFOLIEN,ALFOL ALUMINIUMFOLIEN
ALFOL GMBH,ALFOL GMBH
ALFONS ORIGINAL SCHWEIZER RACLETTE,ALFONS ORIGINAL SCHWEIZER RACLETTE
